index,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
616,Data Scientist,2.8,"Progress Rail, A Caterpillar Company
2.8","Fort Worth, TX","Albertville, AL",3000.5,1983,Subsidiary or Business Segment,Rail,Transportation & Logistics,-1,114.0,3500.0,"Data Scientist 22-Jun-2020 Work Location Leased Office Job Purpose The Data Scientist responsible data analysis, feature selection, building models, well data science activities support development deployment products. The Data Scientist role reports Director ATO Data Science balance speed, quality, cost effectiveness requirements customer business. The ideal candidate experienced self-starter, strong attention details, excellent written verbal skills. Enjoys working collaborative, fast-paced, environment willing take roles outside comfort zone. Technical aptitude well versed Machine Learning Data Science tools processes must. The role work closely different engineering teams. This full time position working Progress Rail Fort Worth, office. Auto req 5143BR Company Description Progress Rail, Caterpillar company, integrated rolling stock infrastructure provider, delivering full range products services domestic international railroad customers. Our customers enjoy one-stop shopping comprehensive cradle-to-grave railway solutions whether rolls rail rail itself. From locomotives, transit, freight cars engines, tracks, signals advanced technology, ensure customers count meet rail needs. Forging bridge ideas success, talented innovative team members work together address challenges rail industry today, ensuring success future. part vibrant, global network business operations, every member team important success. With headquarters Albertville, Ala., 7,000 dedicated employees serve customers network close 150 locations around world. For information, visit www.progressrail.com follow @Progress_Rail Twitter YouTube. Education Training Master's Degree quantitative field mathematics, physics, engineering (or analytical field); Bachelor’s Degree relevant experience acceptable. Posting Title Data Scientist City Ft. Worth Key Job Elements Selecting features, building optimizing models using machine learning techniques; Gaining/Using Domain Knowledge order analytic capabilities; Extending company’s data third party sources information needed; Enhancing data collection procedures include information relevant building analytic systems; Processing, cleansing, verifying integrity data used analysis; Doing ad-hoc analysis presenting results clear manner; Supporting field reported issue resolution data analysis; Advising system integration models. Qualifications Experience Excellent understanding machine learning techniques algorithms; Experience architecting implementing data analytics based solutions; Experience common data science toolkits. Proven ability Python C++ frameworks desirable; Great communication skills; Experience integrating models larger deployed systems; Experience data visualization tools; Proficiency using query languages SQL; Experience NoSQL databases, MongoDB, Cassandra; Experience cloud based environments AWS; Good applied statistics skills, distributions, statistical testing, regression, etc.; Good scripting programming skills; Data-oriented personality; Knowledge classical mechanics bonus; Systems engineering knowledge plus; Knowledge experience Rail Industry desired. EEO Equal Opportunity Employer Race/Color/Sex/Religion/National Origin/Sexual Orientation/Gender Identity/Vets/Disabilities State Texas Benefits Progress Rail Services Corporation subsidiary affiliate companies offer excellent total compensation package* including competitive salary, 401(k) plan company match, available medical/dental/vision/life/disability insurance along flexible spending paid vacation holidays. Relocation assistance may available positions. Benefits eligibility differs job position employment status governing plan documents control benefits. Job Category"
617,Data Scientist,4.2,"UST Global
4.2","Atlanta, GA","Aliso Viejo, CA",10000.0,1999,Company - Private,IT Services,Information Technology,"Cognizant Technology Solutions, Infosys, Wipro",114.0,1500.0,"Data Engineer Description UST Global looking Data Engineer build end end business solutions work one leading healthcare providers US. The ideal candidate must possess excellent background Kafka. The candidate must possess excellent written verbal communication skills ability collaborate effectively domain technical experts team Requirements Data engineering services required Build data products processes alongside core engineering technology team Collaborate senior data scientists curate, wrangle, prepare data use advanced analytical models Integrate data variety sources, assuring adhere data quality accessibility standards Modify improve data engineering processes handle ever larger, complex, types data sources pipelines Use Hadoop architecture HDFS commands design optimize data queries scale Evaluate experiment novel data engineering tools advises information technology leads partners new capabilities determine optimal solutions particular technical problems designated use cases Big data engineering skills years hands experience one modern Object Oriented Programming languages Java, Scala, Python including ability code one programming language. years hands experience applying principles, best practices, trade offs schema design different database systems, including relational Oracle, MSSQL, Postgres, MySQL NoSQL HBase, Cassandra, MongoDB years hands experience implementing batch real time data integration frameworks applications private public cloud environments AWS, Azure, GCP, etc. using various technologies Hadoop, Spark, Impala, etc. including assessing performance, debugging, fine tuning systems Deep understanding latest data science data engineering methods processes develop impactful reusable patterns abstractions enterprise level data assets years hands experience phases data modeling conceptualization database optimization Demonstrated ability perform engineering necessary acquire, ingest, cleanse, integrate, structure massive volumes data multiple sources systems enterprise analytics platforms Proven ability design optimize queries build scalable, modular, efficient data pipelines Ability work across structured, semi structured, unstructured data, extracting information identifying linkages across disparate data sets Proven experience delivering production ready data engineering solutions, including requirements definition, architecture selection, prototype development, debugging, unit testing, deployment, support, maintenance Ability operate variety data engineering tools technologies vendor agnostic candidates preferred Domain industry knowledge Strong collaboration communication skills work within across technology teams business units Demonstrates curiosity, interpersonal abilities, organizational skills necessary serve consulting partner, includes ability uncover, understand, assess needs various business stakeholders Experience problem discovery, solution design, insight delivery involves frequent interaction, education, engagement, evangelism senior executives Ideal candidate extensive experience creation delivery advanced analytics solutions healthcare payers insurance companies, including anomaly detection, provider optimization, studies sources fraud, waste, abuse, analysis clinical economic outcomes treatment wellness programs involving medical pharmacy claims data, electronic medical record data, health data Experience healthcare providers, pharma, life sciences plus Experience Kafka required Location This position based Atlanta, Chicago, Chandler Richmond Norfork Mason Work home mentioned locations acceptable preferred. UST provide relocation assistance full time employment. BTECH higher"
618,Data Scientist,4.5,"Axiologic Solutions
4.5","Alexandria, VA","Fairfax, VA",125.5,2009,Company - Private,Aerospace & Defense,Aerospace & Defense,-1,114.0,11033.685185185184,"Position Description Data Scientist Location National Capital Region, Job Code 122 openings Apply Now Overview: Based Northern, VA, Axiologic Solutions LLC opportunities become part high-quality team delivers innovative solutions key federal clients. currently seeking Data Scientist oversee manage complex, state art, new unique programs projects related information technology. Responsibilities: Develop presents issues, conclusions, recommendations senior leadership based reviews evaluations. Directs conducts analysis requirements pertaining Agency programs objectives. Examines policies identify affecting programs determines approaches resolving issues Identify problem areas, define nature scope problem objectives sought. Work team design, implement, maintain new systems. Provide guidance customer best-practices. Perform duties assigned. Qualifications: Must active/current TS/SCI able pass Poly. Approximately ten (10) years experience information systems development, focused processing large volume, near-real time data feeds meet data analytics security requirements. Experience knowledge tools associated counterintelligence HUMINT collectors. Bachelor's Degree computer science, information systems management, mathematics, engineering, relevant discipline. Knowledge web services feeds. Demonstrated work experience architecting new system solutions using current technologies, well transitioning existing systems modern technologies without negatively impacting operational compliance requirements. Demonstrated experience performing data assessment, data engineering, modeling analytics enable new methodologies end user analysts, data scientists, etc. Demonstrated experience SME prioritize meet tactical strategic requirements frameworks systems process data. Demonstrated experience information systems development across lifecycle, focus systems perform high volume velocity data processing disparate data types/formats. Demonstrated experience architecting delivering automated scalable data process monitoring data quality systems processes. Must diverse thinker able work large group setting. Write edit technical documents reports; Write, edit, produce contents contract deliverables: reports, training materials, presentation slides, letters, fact sheets, diagrams, capability. Effectively communicate project expectations team members stakeholders timely clear fashion. Communicate formally informally existing forums stakeholders levels, including senior leadership. AWS, Atlassian Suite products like Jira/Confluence AWS Cloud experience desired. Work Environment: This full-time position, requiring hours per week Monday Friday within contract hours 6:00 a.m. 6:00 p.m. Travel Requirements: Travel may required inside outside Washington National Capital Region (NCR). Equal Opportunity Employer–minorities/females/veterans/individuals disabilities/sexual orientation/gender identity. Applicants physical mental disability, require reasonable accommodation part application hiring process, may e-mail request Jennifer.chavira@axiologicsolutions.com, call 571-758-3780, visit office 8280 Willow Oaks Corp. Dr. Suite 450, Fairfax Virginia assistance. Determinations request reasonable accommodation made case-by-case basis."
619,Data Scientist,3.0,"Indigo Slate
3.0","Bellevue, WA","Bellevue, WA",125.5,2006,Company - Private,Consulting,Business Services,-1,114.0,17.5,"Job Description Indigo Slate, looking build onsite high energy collaborative team Data Scientists one fastest growing innovative enterprise customer. What required qualifications? least 2-8 years hands-on experience NLP using Statistical NLP, Machine Learning (ML) Deep Learning (DL) Should experienced building using word embedding (Word2vec, Glov, FastText) topic models (like LDA, NMF) Should hands text classification, document similarity, information retrieval (using DL), document clustering Must built production ready systems data science (not PoC) Must experience creating hosting scalable Restful APIs using python. deeper understanding NLP- ML-DL ability build models quickly using appropriate framework. Should good understanding NLP, DL, models (how work) Must capability convert business problems NLP/ML problems. Understanding right evaluation metrics NLP problems. Highly Desirable Skills: Having CUDA based NLP/ Ability scale DL/ML Models production. Ability containerize models. Experience distributes data processing using Spark especially Spark MLlib Frameworks: Space, NLTK (Must) Scikit-Learn (Must) Keras, Tensorflow (Must) Spark, Spark (Desirable) MongoDB, Cassandra, MySQL (Desirable) What's you? Join growing team contribute ideas leadership ways meaningful. This work way always hoped would be. Authentic feedback, support personal professional growth, empowerment help shape agency. offer competitive compensation full benefits. Powered JazzHR"
620,Data Scientist,3.3,"Cubic
3.3",United States,"San Diego, CA",7500.5,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,"Accenture, Northrop Grumman, Xerox",114.0,1500.0,"Business Unit: Cubic Transportation Systems Company Details: Cubic offers opportunity provide innovative technology government commercial customers around globe, helping solve future problems today. We’re leading integrator payment information technology services intelligent travel solutions worldwide, leading provider realistic combat training systems, secure communications networking highly specialized support services military security forces U.S. allied nations. entrepreneurial spirit thrive innovative environment, want talk next role Cubic! seeking employees inspired technology, motivated rewards hard work, commitment, teamwork, quality, integrity, respect. invite explore opportunities Cubic. Job Details: Cubic contract based company, ongoing needs talented Data Scientist. see current opening please feel free apply job. This opening, collecting resumes future openings. Job Summary: Works closely data science team build information-rich data products using innovative techniques technologies solve transportation related challenges problems. Understands leverages data mining, machine learning, data modeling, statistical modeling techniques. Applies strong problem solving analytic skills data integration projects able isolate non-obvious relationships disparate data sources. This position typically works general supervision direction. Incumbents position regularly exercise discretionary substantial decision-making authority. Essential Job Duties Responsibilities: Works data science team stakeholders address business challenges harnessing structured, semi-structured, unstructured data distributed processing environment. Designs, develops programs methods, processes, systems consolidate analyze unstructured, diverse data sources generate actionable insights solutions client services product enhancement. Develops codes software programs, algorithms automated processes cleanse, integrate evaluate large datasets multiple disparate sources. Prepares delivers presentations effectively describe complex quantitative methods clear concise communications. Keeps date technical well industry developments, analytics software/tools, trends, recognized best practices. Contributes projects direction project product owners adhere funding, resourcing, schedule, constraints. Minimum Job Requirements: Four-year college degree, statistics, economics, physics, mathematics, operations research, computer science, data engineering, related field; plus two years related experience using data mining, data modeling, data integration, machine learning, statistical modeling, data science skills techniques. Masters Ph.D. preferred. Experience Python comparable scripting language. Experience working Hadoop, Pig, Hive, knowledge SQL essential. Experience statistical analytic programming design technologies simulation data analysis tools. Knowledge database management systems software tools used manage organization’s business activities. Requires fundamental knowledge experience developing algorithms analytics applications. Must strong analytical problem solving skills, attention details, critical thinking ability, creativity. Must able abstract ambiguous sometimes conflicting information identify opportunities improvement critical business drivers factors influence outcomes. Must demonstrated ability produce high quality analytics applications deployed repeatable scalable fashion. Requires strong knowledge statistics, signal processing, machine learning, predictive analytics, related techniques. Must excellent written verbal communication skills used effectively communicate present complex information terms appropriate audience. Incumbent well-developed research skills knowledge current data management principles, procedures, tools trade. Must able manage prioritize multiple projects simultaneously balancing according scope, budget schedule. Prior experience working transportation logistics industries desired. The description provided intended exhaustive list job duties, responsibilities requirements. Duties, responsibilities requirements may change time according business need. Worker Type: Employee"
621,Data Scientist,4.0,"Advanced Bio-Logic Solutions Corp
4.0","Thousand Oaks, CA","Westlake Village, CA",25.5,-1,Company - Private,-1,-1,-1,114.0,1.0,"Day Day Responsibilities: Daily responsibilities focused advancing machine learning platform collaborating partners. Job Description This person responsible providing support advance artificial intelligence data analytics effort building machine learning models, support implementation deployment collaborations stake holders. The position based Thousand Oaks, he/she part Digital Integration Predictive Technologies (DIPT) organization Process Development. Support include Build wide range data analytics solutions, descriptive prescriptive using advance statistical machine learning models Leverage large datasets conduct end-to end analytics include data gathering requirements specifications, processing, analytics, ongoing deliverables, presentations Interact cross-functionally wide variety people teams. Work closely subject matter experts identify opportunities deliver value developing novel, practical, scientific data-driven solutions meet business needs Basic Qualifications Masters degree Bachelors degree years directly related experience Associates degree years directly related experience High school diploma GED years directly related experience Preferred Qualifications M.Sc., Engineering Computer Sciences Expertise comprehensive set data analytics modeling methods unsupervised (i.e. PCA, K-Means), supervised (i.e. PLS, tree-based algorithms deep learning), approaches application biotechnology processes Expertise working large data sets, data mining machine learning tools Experience various artificial intelligence applications Expertise Python SQL Programming Languages Understanding biopharmaceuticals process, related unit operations including analytical methods process controls. Strong analytical skills ability collect, organize, analyze, disseminate significant amounts information attention detail accuracy Independent, self-motivated, organized, able multi-task project environments, skilled communication, facilitation, collaboration. Team player, prepared work embrace team-based culture relies collaboration effective decision-making Familiarity DevOps good software practices (i.e. version control, continuous integration, test driven development)"
622,Data Engineer,3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",750.5,2013,Company - Private,Health Care Services & Hospitals,Health Care,-1,114.0,11033.685185185184,"Alignment Healthcare data technology driven healthcare company focused partnering health systems, health plans provider groups provide care delivery preventive, convenient, coordinated, results improved clinical outcomes seniors. experiencing rapid growth (backed top private equity firms), Data Services team looking best brightest Business Intelligence (BI) Engineers. Data drives way make decisions. love customers understanding better makes possible provide best clinical outcome care experience. currently seeking solid Data Engineer expertise back-end data processing technologies well building cutting edge data visualizations provide self-service actionable analytics products. This position play key role design development cloud-based Data Intelligence Analytics services. Responsibilities Translate business requirements specifications used implement required reports dashboards. Work business units gather requirements, development delivery business intelligence reporting services. Develops implements business intelligence analytics support organizational initiatives. Build rich dynamic dashboards using out-of-box features, customizations visualizations. Design publish custom dashboards web applications business functions, stakeholders corporate users around company. Design, model, develop optimize solutions meet data management data reporting objectives. Design model data flows procedures ensuring data quality integrity Working data engineers application engineers ensure data sets feeding analytics platforms tuned optimal performance. Work power users analytics/reporting tools advice best practices business Intelligence reporting. Troubleshoot resolve issues processes used content produced platform. Work business stakeholders define improve standardized ad-hoc analytics/reporting capabilities. Work part team maintain develop components platform. Provide ongoing maintenance support troubleshooting, report modifications optimization. Provide input technical architecture data warehouse technology stack. Create functional technical design documents maintain documentation reports dashboards created modified Creates maintains positive, cohesive work environment. Qualifications Computer Science, equivalent and/or equivalent experience. years business intelligence, reporting web application development experience. years experience BI/Reporting software products (Power BI, Tableau) knowledge Healthcare Industry standards requirements. years experience web/mobile application development. Expertise HTML, JavaScript CSS. Experience various JavaScript based data visualization frameworks libraries. years database experience SQL Server. years experience healthcare industry proven understanding data terminology. Healthcare Experience Clear understanding working knowledge HIPAA protocols. Extensive hands-on experience Microsoft’s Power-BI/ SSAS/Azure Data Factory cloud based Reporting services. Extensive experience web applications Java scripting Extensive experience Advance Analytics tools like -Azure ML, CRAN Library, Azure Cognitive Services. Experiences Hadoop /Spark Azure Data Platform plus Statistics foundation working knowledge control charts, statistical significance study design. Strong appreciation timeliness ability multitask accomplish assigned tasks within project timelines. Demonstrated ability build partnerships maintain cohesive relationships. Demonstrated ability planning, organizing executing multiple complex analytics projects. Ability effectively present information respond questions groups managers customers. Excellent human relations verbal/written communication skills. Experience Azure, AWS GCP plus Microsoft SQL Server, Power Azure Certification Alignment Healthcare, LLC proud practice Equal Employment Opportunity Affirmative Action. looking diversity qualified candidates employment: Minority/Female/Disable/Protected Veteran. require reasonable accommodation Americans Disabilities Act (ADA) completing online application, interviewing, completing pre-employment testing otherwise participating employee selection process, please contact careers@ahcusa.com. (function() var document.createElement('script'); ac.type 'text/javascript'; ac.src ('https:' document.location.protocol 'https://' 'http://') 'click.appcast.io/pixels/grpeople1-1573.js?ent=8&t=' new Date().getTime(); var document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ac, s); })();"
623,Data Scientist,3.5,"WGSN
3.5","Baltimore, MD","New York, NY",25.5,1998,Company - Private,Consulting,Business Services,-1,114.0,75.0,"Role Overview: Looking data scientists help discover leverage digital retail data help clients drive top line sales add meaningful value businesses. Primary focus applying data mining techniques, statistical analysis, building high quality prediction systems integrated various platforms. addition, applying advanced machine learning techniques appropriately improve performance Decision Science solutions. Key Accountabilities: Own data science projects full cycle implementation Perform analysis predict outcomes based business questions/problems Processing, cleansing, verifying integrity data used analysis including normalization, standardization, PCA, correlation, data wrangling, etc. Selecting features, building optimizing classifiers using machine learning techniques Data mining using state-of-the-art methods including limited K-means, kNN, Neural Networks, Decision Trees, Random Forests, Logistic Regression, Linear/Multiple Regression, etc Doing ad-hoc analysis presenting results clear manner Market Mix Models Quantify drove sales changes looking metrics Average Selling Price, Out Stock, Coupons, Discounts, Media attributed clicks, etc. Utilize results help clients make better investment choices drive incremental sales Integrate models internal dashboard visualize make output models easily accessible Media Analytics Participate media innovation groups test learn new ways setting running media campaigns Amazon (AMS, AAP), online retailers including limited Instacart, Walmart, Target, Kroger, Shipt, etc. Develop test models move manual rule-based campaign management programmatic campaign management Hypothesis Testing Perform hypothesis testing better understand data sets comparison data sets. The following tests might include limited Normality Testing, T-Test, Chi-Square Test, ANOVA, HOV, etc. Coach team members less experience field Skills, Experience, Qualifications Required: We’re looking someone 5-7 years experience manipulating data sets building statistical models, Master’s PHD Statistics, Mathematics, Computer Science another quantitative field Experience programmatic media, Google ads, Facebook Advertising, etc. plus Experience creating using advanced machine learning algorithms statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc Experience querying databases using statistical computer languages: Python, SQL, etc. Excellence least Python highly desirable Experience distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc. Experience data visualisation tools, D3.js, GGplot, Tableau, etc. Excellent written verbal communication skills coordinating across teams What offer: Our benefits package incorporates we’re passionate unlocking future, overall well-being, sustainability whilst giving control benefits. Unlimited Paid Time Off 401K Saving Incentive plan Medical Dental Insurance plans Flexible Spending Accounts Vision benefits Great learning development opportunities Life Assurance Disability insurance Option opt Ascential Shares Scheme About Flywheel Flywheel Digital diverse collection practitioners solved challenging problems numerous Fortune 500 companies Amazon. love rolling sleeves figure root cause issues implement structural fixes get keep client's business track. Our team business managers, search managers, analysts, software developers work together provide industry-leading support best brands Amazon. Flywheel headquartered Baltimore United States recently set European hub London. 2018 Flywheel acquired Ascential PLC. Want info? Find people say: Ascential YouTube Channel inspire you, join inspire us?"
624,Data Scientist,3.6,"ISYS Technologies, Inc.
3.6","Herndon, VA","Littleton, CO",125.5,1990,Company - Private,Computer Hardware & Software,Information Technology,-1,114.0,17.5,"C.I. Polygraph ISYS Technologies delivers emerging technology solutions diverse talented employees dedicated customers’ success. empower teams, contribute country operate responsibly. reputable award-winning WOSB providing Engineering Enterprise Information Technology (EIT) services Federal government. Headquartered Colorado, ISYS serves key national customers throughout United States presence states. Functional Responsibilities: ISYS Technologies seeking Data Scientist Clearance: TS/SCI Poly Experience Requirements: Senior skill level (Senior) years related experience Working knowledge individual, organizational, technological, transnational issues national security concern Prior experience methodological experience relationships discovery, situational awareness, systems modeling Working knowledge appropriate analytic methods methodological tools (Senior) Applied mathematics Computer programming Visualization Working knowledge Python SQL, Hadoop, Spark, Java, C/C++, Git, Bash, Tableau, ArcGIS, Unix commands Working knowledge research designs, collection methods, capabilities, tasking process Familiarity project management concepts principles Intellectual curiosity; creativity innovation beyond current tools deliver best solution complex problems Strong analytical critical thinking skills Ability leverage multiple data management tools organize relevant information make decisions Ability develop comprehensive software applications, needed Ability translate complex, technical findings easily understood narrative graphical, verbal, written form Ability multitask change focus quickly demands change Ability work collaboratively effectively team environment Ability establish maintain internal external professional networks including subject matter experts, collectors, decision makers necessary carry tasks projects Essential Requirements: Citizenship required. ISYS Technologies Equal Opportunity/Affirmative Action Employer. All qualified applicants receive consideration employment without regard race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected Veteran status, disability status. Physical Demands: The physical demands described representative must met employee successfully perform essential functions job without reasonable accommodation. While performing duties job, employee regularly sit, walk, stand climb stairs steps. May require walking long distance parking work station. Occasionally, movement requires twisting neck and/or trunk average person, squatting/ stooping/kneeling, reaching head, forward motion required. The employee continuously required repeat hand, arm, finger motion many times. Manual finger dexterity essential position. Specific vision abilities required job include close, distance, depth perception telling differences among colors. The employee must able communicate speech clients public. Hearing requirements include conversation quiet noisy environments. Lifting may require floor waist, waist shoulder, shoulder overhead movement pounds. This position demands tolerance various levels mental stress. ISYS Technologies Engineering Information Technology Company focused providing Services Federal State Government. ISYS offers competitive compensation program comprehensive benefits package employees."
625,Data Scientist,3.0,"TransVoyant
3.0","Alexandria, VA","Alexandria, VA",125.5,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,114.0,11033.685185185184,"Job Description TransVoyant seeking Data Scientist drive live predictive data analytics development patented Continuous Decision Intelligence™ Platform. The ideal candidate structure data create analytics needed provide insights customer domains–ranging predicting customer demand forecasting port disruptions getting front risks national security. This position data discovery, interpret, craft models build streams Insights TransVoyant CDI™. RESPONSIBILITIES Become expert TransVoyant CDI™ Platform solutions solve pressing customer challenges within Supply Chain National Security arenas Identify, retrieve, manipulate, relate exploit multiple TransVoyant structured unstructured data sets thousands various sources (ex. tweets, live aircraft, forecast weather), including building generating new data sets appropriate Create methods, models algorithms understand meaning streaming live data, translating insightful predictive output customer applications data products Educate internal staff (ex. development, sales, marketing) data science resulting predictions productized key industry verticals Represent TransVoyant solutions customers prospects industry networking events tradeshows Keep date competitive solutions, products services May need travel 10% time DESIRED SKILLS EXPERIENCE years cloud-based data parsing analysis, data manipulation transformation, visualization experience Understanding Hadoop Apache based tools exploit massive sets TransVoyant data Programming scripting experience Scala Java considered plus Experience Spark considered plus Experience Kafka streaming architecture frameworks considered plus Ability explain technical statistical findings non-technical users decision makers Experience technical consulting conceptual solution design Domain knowledge Supply Chain, and/or transportation management visibility technologies plus Bachelor’s degree required ABOUT TRANSVOYANT TransVoyant delivers customers continuous insights increase revenues, reduce costs manage risks combining current future behavior enterprises, ecosystems dynamic world around them. innovative, creative, focused customer success love do. Team members enjoy highly competitive compensation, fast-growing flexible work environment, comprehensive benefits, 100% 401k matches, unlimited vacation days professional development opportunities. respect personal information. Please review Privacy Policy find more. Powered JazzHR"
626,Data Scientist/Data Analytics Practitioner,4.0,"Noblis
4.0","Bridgeport, WV","Reston, VA",3000.5,1996,Nonprofit Organization,Consulting,Business Services,"Booz Allen Hamilton, SAIC, LMI",114.0,300.0,"Responsibilities Noblis wholly owned subsidiary, Noblis ESI, solving difficult problems help government country. bring best scientific thought, management, engineering expertise reputation independence objectivity. support wide range government industry clients areas national security, intelligence, transportation, healthcare, environmental sustainability, enterprise engineering. The selected individual integral member Noblis’ data analytics team. The successful candidate need self-motivated individual desire work cutting edge high performance computing, data science, advanced analytics. The work encompass diverse disciplines team helps projects throughout different Noblis client mission domains. Typical duties responsibilities include: Support local federal law enforcement agencies exploring, identifing, investigating patterns temporal, geo-spatial, contextual data Exploit identified patterns design implementation tools support local federal law enforcement missions Communicate findings analysis team law enforcement leadership Client Engagement Begin developing relationships one level two levels down. Identify support opportunities expand project scope beyond current deliverable actively share information clients’ emerging support needs trends team members management. Participate proposals Qualifications Required Qualifications: Bachelor's Degree STEM field as: computer science, statistics, electrical engineering, mechanical engineering, computer engineering, mathematics, physics Minimum years experience working fields related data science as: statistical modeling, information retrieval, graph analysis, data mining, machine learning, image processing, computer vision, and/or geo-spatial analytics Ability work datasets different sizes formats. The ideal candidate strong understanding data preprocessing (e.g., ETL, data munging, cleaning), analysis, visualization techniques Statistical analysis modeling Python (SciPy, NumPy, NetworkX, scikit-learn) similar toolkits Strong collaboration communication skills. Ability present material audiences differing technical aptitude Comfortable working Linux Windows environments Clearance: Active ability obtain SCI Highly Desired: Familiar neural networks, cluster analysis, decision trees, collaborative filtering, geo-spatial analysis. Understanding application feature engineering, extraction reduction Experience rapid-prototyping, algorithm development, implementation, application, adaptation free open-source software (FOSS) projects Familiar software engineering development best practices (agile software development) Overview Noblis wholly owned subsidiary, Noblis ESI, solving difficult problems help government country. bring best scientific thought, management, engineering expertise reputation independence objectivity. support wide range government industry clients areas national security, intelligence, transportation, healthcare, environmental sustainability, enterprise engineering. Learn Noblis -About Why work Noblis company? Our employees find greater meaning work balance things life matter them. Our people greatest asset. They exceptionally skilled, knowledgeable, team-oriented, mission-driven individuals want work matters benefits public. Noblis numerous workplace awards. Noblis maintains drug-free workplace equal opportunity employer. All qualified applicants receive consideration employment without regard race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status characteristics protected law."
627,Data Scientist,4.6,"Murray Resources
4.6","The Woodlands, TX","Houston, TX",25.5,1988,Company - Private,Staffing & Outsourcing,Business Services,-1,114.0,17.5,"Job Description Data Scientist Location: The Woodlands, Salary: Flexible Looking experienced data scientist collect, analyze, visualize data ranging business analytics customer interactions human genetics genealogy. Responsibilities Identify new sources valuable data automate collection analysis. Research develop statistical models tools data analysis. Coordinate closely product management engineers design, prove, implement new algorithms, statistical models, processes. Develop data visualization techniques provide insights data patterns, user behavior, etc. Understand business objectives propose novel solutions strategies effectively meet requirements. Requirements Proven experience working data scientist analyst. Excellent verbal written communication presentation skills. Knowledge Python programming SQL databases. Experience statistics languages/tools like Matlab plus, knowledge programming languages like C/C++ Rust. Experience business intelligence tools (e.g. Tableau, Amazon QuickSight) data storage processing frameworks (e.g. Hadoop, Amazon EMR, Redshift). Years experience Bachelor’s degree computer science, statistics, applied mathematics, related field. Graduate degree data science another quantitative field preferred. Due high volume applications typically receive, regret able personally respond applications. However, invited take next step process, typically contacted within weeks submitting application."
